pmid,gene,typed_status,readout_comparability,marson_strongest_de,marson_strongest_condition,title,claim_sentence
42237295,CIITA,contradicted,comparable,4,Stim48hr,CIITA/PRMT5 promote CD4&lt;sup&gt;+&lt;/sup&gt;Gzma&lt;sup&gt;+&lt;/sup&gt; T cell activation via H3R2me2-mediated endothelial expression of MHC class II in smoking-induced atherosclerosis.,"Mechanistically, class II major histocompatibility complex transactivator (CIITA), a key transcriptional regulator of MHC II genes expression, was identified to connect with protein arginine methyltransferases-5 (PRMT5), scoring highest via utilizing mass spectrometry analysis, which triggered symmetrical dimethylation modification of H3R2 and promoted MHC II expression."
42237295,PRMT5,not_assayed,comparable,,,CIITA/PRMT5 promote CD4&lt;sup&gt;+&lt;/sup&gt;Gzma&lt;sup&gt;+&lt;/sup&gt; T cell activation via H3R2me2-mediated endothelial expression of MHC class II in smoking-induced atherosclerosis.,"Mechanistically, class II major histocompatibility complex transactivator (CIITA), a key transcriptional regulator of MHC II genes expression, was identified to connect with protein arginine methyltransferases-5 (PRMT5), scoring highest via utilizing mass spectrometry analysis, which triggered symmetrical dimethylation modification of H3R2 and promoted MHC II expression."
42251338,TNF,orthogonal_phenotype,orthogonal_phenotype,5,Stim8hr,Decoding TNF receptor superfamily control of CD4&lt;sup&gt;+&lt;/sup&gt;Foxp3&lt;sup&gt;+&lt;/sup&gt; Regulatory T cell-mediated tolerance: implications for the treatment of graft‑versus‑host disease.,Decoding TNF receptor superfamily control of CD4+Foxp3+ Regulatory T cell-mediated tolerance: implications for the treatment of graft‑versus‑host disease..
42252199,MYC,evidence_attached,comparable,676,Stim8hr,MYC-Driven Glycolysis in TNFRSF4+ CD4+ T Cells Underlies Heightened Rejection Susceptibility of Cardiac vs. Renal Allografts.,"The TNFRSF4+ CD4+ T-cell subset was selectively expanded in cardiac allografts (but reduced in renal allografts) during acute rejection, with transcriptional analysis identifying MYC as a master regulator of glycolysis-related genes in this subset."
42252199,TNFRSF4,evidence_attached,comparable,16,Rest,MYC-Driven Glycolysis in TNFRSF4+ CD4+ T Cells Underlies Heightened Rejection Susceptibility of Cardiac vs. Renal Allografts.,"The TNFRSF4+ CD4+ T-cell subset was selectively expanded in cardiac allografts (but reduced in renal allografts) during acute rejection, with transcriptional analysis identifying MYC as a master regulator of glycolysis-related genes in this subset."
42255098,CCR6,not_assayed,comparable,,,Alterations of circulating innate lymphoid cells in recent-onset type 1 diabetes.,"ILCP exhibited reduced expression of migratory (CCR7, CCR6) and regulatory-associated genes (ICOS, CD58)."
42255098,CCR7,contradicted,comparable,3,Rest,Alterations of circulating innate lymphoid cells in recent-onset type 1 diabetes.,"ILCP exhibited reduced expression of migratory (CCR7, CCR6) and regulatory-associated genes (ICOS, CD58)."
42255098,CD58,contradicted,comparable,1,Rest,Alterations of circulating innate lymphoid cells in recent-onset type 1 diabetes.,"ILCP exhibited reduced expression of migratory (CCR7, CCR6) and regulatory-associated genes (ICOS, CD58)."
42255098,ICOS,evidence_attached,comparable,739,Rest,Alterations of circulating innate lymphoid cells in recent-onset type 1 diabetes.,"ILCP exhibited reduced expression of migratory (CCR7, CCR6) and regulatory-associated genes (ICOS, CD58)."
42270077,CD274,evidence_attached,comparable,167,Stim8hr,PRMT5-mediated methylation of LKB1 controls PD-L1 expression in NSCLC.,Combination treatment with a PRMT5 inhibitor and anti-PD-L1 antibody further enhanced T-cell activation in co-culture models.ConclusionThese findings identify a PRMT5-LKB1-AMPK regulatory axis controlling PD-L1 expression in a cell-context-dependent manner and suggest that LKB1 status may serve as a predictive biomarker for combining PRMT5 inhibitors with ICB in NSCLC.
42270077,CD274,evidence_attached,comparable,167,Stim8hr,PRMT5-mediated methylation of LKB1 controls PD-L1 expression in NSCLC.,PRMT5-mediated methylation of LKB1 controls PD-L1 expression in NSCLC..
42270077,PRMT5,not_assayed,comparable,,,PRMT5-mediated methylation of LKB1 controls PD-L1 expression in NSCLC.,Combination treatment with a PRMT5 inhibitor and anti-PD-L1 antibody further enhanced T-cell activation in co-culture models.ConclusionThese findings identify a PRMT5-LKB1-AMPK regulatory axis controlling PD-L1 expression in a cell-context-dependent manner and suggest that LKB1 status may serve as a predictive biomarker for combining PRMT5 inhibitors with ICB in NSCLC.
42270077,PRMT5,not_assayed,comparable,,,PRMT5-mediated methylation of LKB1 controls PD-L1 expression in NSCLC.,PRMT5-mediated methylation of LKB1 controls PD-L1 expression in NSCLC..
42270077,PRMT5,orthogonal_phenotype,orthogonal_phenotype,,,PRMT5-mediated methylation of LKB1 controls PD-L1 expression in NSCLC.,"Protein arginine methyltransferase 5 (PRMT5) is an oncogenic regulator associated with poor prognosis, but its role in immune checkpoint modulation and underlying molecular mechanisms remain incompletely defined.Materials and methodsPRMT family expression and clinical correlations were analyzed using Oncomine, TCGA, and CPTAC databases."
42270592,MTHFD1,orthogonal_phenotype,orthogonal_phenotype,1188,Stim48hr,Targeting NFATc1-regulated MTHFD2 one-carbon metabolism to suppress sustained T-cell-mediated inflammation in rheumatoid arthritis.,"Pharmacological inhibition of MTHFD1/2 using the novel small molecule TH9619 suppresses proinflammatory cytokine production, expands Foxp3+ regulatory T cells and protects against cartilage and bone damage in vivo."
42270592,MTHFD1,evidence_attached,comparable,1188,Stim48hr,Targeting NFATc1-regulated MTHFD2 one-carbon metabolism to suppress sustained T-cell-mediated inflammation in rheumatoid arthritis.,"These findings use RA as the proving ground to establish NFATc1-mediated MTHFD2 activation as a critical regulator of sustained T-cell-driven inflammation and support selective MTHFD1/2 inhibition as a novel, mechanism-based therapeutic strategy for RA."
42270592,MTHFD2,evidence_attached,comparable,798,Stim48hr,Targeting NFATc1-regulated MTHFD2 one-carbon metabolism to suppress sustained T-cell-mediated inflammation in rheumatoid arthritis.,"These findings use RA as the proving ground to establish NFATc1-mediated MTHFD2 activation as a critical regulator of sustained T-cell-driven inflammation and support selective MTHFD1/2 inhibition as a novel, mechanism-based therapeutic strategy for RA."
42273688,CTLA4,contradicted,comparable,3,Stim48hr,Regulatory T cells in breast cancer drivers of immune suppression and targets for immunotherapy.,"Tregs originate from both thymic and peripheral differentiation pathways and are characterized by the expression of FoxP3, CD25, CTLA-4, PD-1, and other immune regulatory molecules."
42273688,IL2RA,evidence_attached,comparable,25,Stim48hr,Regulatory T cells in breast cancer drivers of immune suppression and targets for immunotherapy.,"Tregs originate from both thymic and peripheral differentiation pathways and are characterized by the expression of FoxP3, CD25, CTLA-4, PD-1, and other immune regulatory molecules."
42273688,PDCD1,contradicted,comparable,2,Stim48hr,Regulatory T cells in breast cancer drivers of immune suppression and targets for immunotherapy.,"Tregs originate from both thymic and peripheral differentiation pathways and are characterized by the expression of FoxP3, CD25, CTLA-4, PD-1, and other immune regulatory molecules."
42273700,IFNG,contradicted,comparable,1,Stim8hr,Single cell transcriptome signatures and cell-cell interactions associated with sarcoidosis in lung immune cell populations.,"Most changes in upstream regulators were observed in CD4+ T cells, including activation of TNF, IFNG, and IL1B."
42273700,IL1B,not_assayed,comparable,,,Single cell transcriptome signatures and cell-cell interactions associated with sarcoidosis in lung immune cell populations.,"Most changes in upstream regulators were observed in CD4+ T cells, including activation of TNF, IFNG, and IL1B."
42273700,TNF,contradicted,comparable,5,Stim8hr,Single cell transcriptome signatures and cell-cell interactions associated with sarcoidosis in lung immune cell populations.,"Most changes in upstream regulators were observed in CD4+ T cells, including activation of TNF, IFNG, and IL1B."
42273706,TNF,contradicted,comparable,5,Stim8hr,Pharmacological and genetic modulation of IL-32 expression in intestinal epithelial cells does not impact HIV-1 outgrowth in co-cultured CD4&lt;sup&gt;+&lt;/sup&gt; T-cells.,"Finally, TNF-activated control versus IL32KO IEC supported with similar efficacy HIV-1 outgrowth in CD4+ T-cells of PWH.ConclusionsWe identified IL-22, ATRA and RGZ as novel regulators of IL-32 expression in TNF-primed IEC and demonstrated that pharmacological and genetic modulation of IL-32 expression in IEC has no major impact on HIV-1 outgrowth from co-cultured CD4+ T-cells of ART-treated PWH carrying viral reservoirs."
42275578,IL15,not_assayed,comparable,,,IL15-mediated crosstalk between LSECs and CD8⁺ tissue-resident memory T cells drives alcohol-associated hepatitis.,IL15-mediated crosstalk between LSECs and CD8+ tissue-resident memory T cells drives alcohol-associated hepatitis..
42275578,IL15,not_assayed,comparable,,,IL15-mediated crosstalk between LSECs and CD8⁺ tissue-resident memory T cells drives alcohol-associated hepatitis.,"These findings define a context-dependent mechanism in which LSECs promote IL15-driven signaling through AKT pathway amplification, promoting TRM persistence and inflammatory activity in AH.ConclusionsIL15-associated signaling within the hepatic microenvironment, shaped by LSEC-CD8 T-cell interactions, promotes activation and persistence of CD8 TRM cells in AH."
42280256,IRF1,evidence_attached,comparable,271,Rest,Integrative Pan-Cancer Mapping of Proteasome Dependency Prioritizes PSMB5 and PSMB6 as Context-Dependent Vulnerability Biomarkers Linked to Immune Context.,"Their dependency strength was quantitatively associated with immune-related signaling pathways, including MHC and interferon responses, and inversely correlated with key immune regulatory genes such as NLRC5 and IRF1."
42280256,NLRC5,evidence_attached,comparable,17,Rest,Integrative Pan-Cancer Mapping of Proteasome Dependency Prioritizes PSMB5 and PSMB6 as Context-Dependent Vulnerability Biomarkers Linked to Immune Context.,"Their dependency strength was quantitatively associated with immune-related signaling pathways, including MHC and interferon responses, and inversely correlated with key immune regulatory genes such as NLRC5 and IRF1."
42284413,TMED4,evidence_attached,comparable,95,Stim8hr,Targeting TMED4 enhances CD8&lt;sup&gt;+&lt;/sup&gt; T cell function and CAR T cell efficacy in solid tumors through the IRE1α-autophagy axis.,"Here, we identified the ERS-related transmembrane protein TMED4 (transmembrane emp24 domain-containing 4) as a critical regulator of CD8+ T cell antitumor immunity."
42284760,CD83,contradicted,comparable,5,Rest,Stabilization of MHCII on dendritic cells via AhR-mediated blockade of proteasomal degradation drives Th17 responses to exogenous antigens.,"Activated AhR upregulates CD83 and blocks proteasomal degradation, sustaining the surface MHCII to drive Th17 responses."
42284760,CD86,not_assayed,comparable,,,Stabilization of MHCII on dendritic cells via AhR-mediated blockade of proteasomal degradation drives Th17 responses to exogenous antigens.,"AhR regulates MHCII (HLA-DR) and CD86 membrane expression, with HLA-DR more affected."
42288483,CYBB,not_assayed,comparable,,,β-catenin-driven innate and metabolic reprograming in macrophages fuel T-cell-dependent inflammation in Toxoplasma gondii infection: implications for therapeutic intervention.,"Phospho-β-catenin-TCF4 drives IRF4 transcription, followed by phosphorylation of IRF4, which regulates CYBB transcription."
42288483,IRF4,evidence_attached,comparable,567,Stim8hr,β-catenin-driven innate and metabolic reprograming in macrophages fuel T-cell-dependent inflammation in Toxoplasma gondii infection: implications for therapeutic intervention.,"Phospho-β-catenin-TCF4 drives IRF4 transcription, followed by phosphorylation of IRF4, which regulates CYBB transcription."
42288483,TCF4,not_assayed,comparable,,,β-catenin-driven innate and metabolic reprograming in macrophages fuel T-cell-dependent inflammation in Toxoplasma gondii infection: implications for therapeutic intervention.,"Phospho-β-catenin-TCF4 drives IRF4 transcription, followed by phosphorylation of IRF4, which regulates CYBB transcription."
42292358,TP53,orthogonal_phenotype,orthogonal_phenotype,1849,Rest,&lt;i&gt;TP53&lt;/i&gt; deficiency induces a low-adhesion transcriptomic signature correlating with accelerated CAR-T cell exhaustion in B-ALL.,"Furthermore, TP53-deficient cells failed to activate immunogenic signaling pathways, such as IL-2/STAT5, under immune pressure.ConclusionsOur in vitro findings indicate that TP53 deficiency in B-ALL cells downregulates adhesion networks and impairs immunogenic signaling, which correlates with accelerated CAR-T cell exhaustion."
42292426,CD38,contradicted,comparable,10,Stim48hr,CD38+ NK cells: novel players in immunoregulation.,"CD38+ NK cell proportions in the peripheral blood and synovial fluid are increased in patients with rheumatoid arthritis (RA), and these cells produce high levels of interferon-γ (IFN-γ) and low levels of transforming growth factor-β (TGF-β), suppressing the differentiation of CD4+ T cells to regulatory T cells (Tregs) to disrupt immune tolerance."
42292426,CD38,orthogonal_phenotype,orthogonal_phenotype,10,Stim48hr,CD38+ NK cells: novel players in immunoregulation.,"The above results suggest that CD38+CD16+ and CD38+CD16- NK cells have opposing regulatory effects on CD16, HSPA1B and NF-κB signaling and cytokine secretion, leading to opposing effects on immune balance."
42292426,HSPA1B,orthogonal_phenotype,orthogonal_phenotype,17,Stim8hr,CD38+ NK cells: novel players in immunoregulation.,"HSPA1B can suppress the signaling activity of NF-κB, a regulator of proinflammatory cytokine production."
42292426,HSPA1B,orthogonal_phenotype,orthogonal_phenotype,17,Stim8hr,CD38+ NK cells: novel players in immunoregulation.,"The above results suggest that CD38+CD16+ and CD38+CD16- NK cells have opposing regulatory effects on CD16, HSPA1B and NF-κB signaling and cytokine secretion, leading to opposing effects on immune balance."
42298912,PPP2R3C,orthogonal_phenotype,orthogonal_phenotype,42,Stim48hr,PPP2R3C serves as a negative regulator associated with reduced T cell hyperactivation and renal protection in lupus.,"In vivo, PPP2R3C was restored in PIL mice via T cell-targeted Ark313 vector or systemic AAV9 delivery; disease progression was assessed at 24 and 48 weeks after pristane induction.ResultsWe identified the protein phosphatase 2A regulatory subunit PPP2R3C as a critical and selective negative regulator of T cell receptor (TCR) signaling, which was downregulated in CD4+ T cells from SLE patients and pristane-induced lupus (PIL) mice."
42298912,PPP2R3C,evidence_attached,comparable,42,Stim48hr,PPP2R3C serves as a negative regulator associated with reduced T cell hyperactivation and renal protection in lupus.,PPP2R3C serves as a negative regulator associated with reduced T cell hyperactivation and renal protection in lupus..
42306568,SMYD2,contradicted,comparable,10,Rest,Targeting SMYD2 improves immunotherapy response in experimental hepatocellular carcinoma.,The lysine methyltransferase SMYD2 is overexpressed in several cancers and regulates oncogenic signaling through histone and non-histone substrates.
42306568,SMYD2,orthogonal_phenotype,orthogonal_phenotype,10,Rest,Targeting SMYD2 improves immunotherapy response in experimental hepatocellular carcinoma.,"These results position SMYD2 as a dual regulator of tumor growth and immune suppression, and as a promising target to overcome ICI resistance in HCC."
42306733,CD274,orthogonal_phenotype,orthogonal_phenotype,167,Stim8hr,Expression of YTHDF1 and YTHDF2 in lung squamous cell carcinoma and their correlation with PD-L1.,"To investigate the expression levels and clinical significance of YTH N6-methyladenosine RNA-binding protein 1 (YTHDF1) and YTH N6-methyladenosine RNA-binding protein 2 (YTHDF2) in LUSC tissues, and to preliminarily demonstrate that YTHDF1 promotes the expression of programmed death-ligand 1 (PD-L1) through N6-methyladenosine (m6A) RNA modification.Methods(I) The Cancer Genome Atlas (TCGA) database was utilized to explore the relationships between the expressions of YTHDF1 and YTHDF2 in LUSC, pathological characteristics, and patient prognosis."
42306733,YTHDF1,orthogonal_phenotype,orthogonal_phenotype,2,Stim8hr,Expression of YTHDF1 and YTHDF2 in lung squamous cell carcinoma and their correlation with PD-L1.,"To investigate the expression levels and clinical significance of YTH N6-methyladenosine RNA-binding protein 1 (YTHDF1) and YTH N6-methyladenosine RNA-binding protein 2 (YTHDF2) in LUSC tissues, and to preliminarily demonstrate that YTHDF1 promotes the expression of programmed death-ligand 1 (PD-L1) through N6-methyladenosine (m6A) RNA modification.Methods(I) The Cancer Genome Atlas (TCGA) database was utilized to explore the relationships between the expressions of YTHDF1 and YTHDF2 in LUSC, pathological characteristics, and patient prognosis."
42306733,YTHDF2,orthogonal_phenotype,orthogonal_phenotype,2618,Stim48hr,Expression of YTHDF1 and YTHDF2 in lung squamous cell carcinoma and their correlation with PD-L1.,"To investigate the expression levels and clinical significance of YTH N6-methyladenosine RNA-binding protein 1 (YTHDF1) and YTH N6-methyladenosine RNA-binding protein 2 (YTHDF2) in LUSC tissues, and to preliminarily demonstrate that YTHDF1 promotes the expression of programmed death-ligand 1 (PD-L1) through N6-methyladenosine (m6A) RNA modification.Methods(I) The Cancer Genome Atlas (TCGA) database was utilized to explore the relationships between the expressions of YTHDF1 and YTHDF2 in LUSC, pathological characteristics, and patient prognosis."
42311678,CXCR5,contradicted,comparable,2,Stim8hr,Follicular T cells in the ovarian cancer immune microenvironment: biological insights and translational implications.,"Increasing evidence highlights the importance of tertiary lymphoid structures (TLS) and follicular immune responses in coordinating antitumor immunity and shaping therapeutic outcomes.Main bodyFollicular T cell subsets-including follicular helper T cells (Tfh), follicular regulatory T cells (Tfr), and CXCR5+ follicular-like cytotoxic CD8+ T cells (Tfc)-form a dynamic immunoregulatory axis that governs B-cell activation, germinal center-like structure formation, antigen presentation, and local immune microenvironment remodeling."
42328785,CDK9,contradicted,comparable,2,Stim8hr,Quantitative limits of host-driven HIV transcription and host gene control by the viral transactivator Tat.,"Chromatin immunoprecipitation-seq profiling revealed that Tat is dispensable for promoter-proximal RNAPII engagement and pausing but required for efficient CDK9 recruitment, Ser2 phosphorylation, and productive elongation, defining a ceiling for Tat-independent transcription."
42334893,AFF3,not_assayed,comparable,,,AFF3 maintains metabolic quiescence in naïve CD8 T cells and prevents premature immune aging.,"Herein, we identify the transcription factor AFF3 as a regulator of metabolic quiescence in naïve CD8 T cells."
42343899,IRF2,evidence_attached,comparable,241,Stim8hr,The role of interferon regulatory factors in atherosclerosis: from cell type-specific mechanisms to therapeutic strategies.,"In contrast, IRF2 and IRF4 exhibit anti-inflammatory and immunoregulatory properties, restraining excessive interferon signaling, supporting M2 macrophage polarization, and maintaining Treg/Th2 homeostasis."
42343899,IRF4,evidence_attached,comparable,567,Stim8hr,The role of interferon regulatory factors in atherosclerosis: from cell type-specific mechanisms to therapeutic strategies.,"In contrast, IRF2 and IRF4 exhibit anti-inflammatory and immunoregulatory properties, restraining excessive interferon signaling, supporting M2 macrophage polarization, and maintaining Treg/Th2 homeostasis."
42345443,RASA2,evidence_attached,comparable,700,Rest,CRISPR/Cas9-Mediated Gene Knockout Reveals a Nonredundant Role for p16&lt;sup&gt;INK4A&lt;/sup&gt; in Controlling TCR-Dependent and Independent CD8 T Cell Expansion.,"Interestingly, deletion of the negative regulator of Ras signaling, RASA2, increased antigen sensitivity and cytotoxic activity, while not improving in vitro expansion."
42363179,CD274,orthogonal_phenotype,orthogonal_phenotype,167,Stim8hr,Claudin18.2 and the PD-1/PD-L1 axis in gastric cancer: mechanistic insights and implications for combination immunotherapy.,"Importantly, immune activation induced by Claudin18.2-targeted antibodies, CAR-T cells, bispecific antibodies, and ADCs (Antibody-Drug Conjugates) may partially reverse immune suppression and enhance sensitivity to PD-1/PD-L1 inhibition, although direct evidence remains limited.ConclusionThis review suggests that Claudin18.2 may serve as a key regulator of immune dysfunction rather than immune exclusion in gastric cancer, providing a potential biological rationale for combinatorial strategies integrating Claudin18.2-targeted therapies with immune checkpoint inhibition."
42363179,PDCD1,orthogonal_phenotype,orthogonal_phenotype,2,Stim48hr,Claudin18.2 and the PD-1/PD-L1 axis in gastric cancer: mechanistic insights and implications for combination immunotherapy.,"Importantly, immune activation induced by Claudin18.2-targeted antibodies, CAR-T cells, bispecific antibodies, and ADCs (Antibody-Drug Conjugates) may partially reverse immune suppression and enhance sensitivity to PD-1/PD-L1 inhibition, although direct evidence remains limited.ConclusionThis review suggests that Claudin18.2 may serve as a key regulator of immune dysfunction rather than immune exclusion in gastric cancer, providing a potential biological rationale for combinatorial strategies integrating Claudin18.2-targeted therapies with immune checkpoint inhibition."
42367775,CD28,evidence_attached,comparable,1798,Stim48hr,Vitamin D supports activated CD4&lt;sup&gt;+&lt;/sup&gt; T-cell proliferation through enhanced glutaminolysis.,"Since glutaminolysis is essential for T cell activation and proliferation, we investigated whether VitD modulates glutamine metabolism during early CD4+ T cell activation.MethodsHuman CD4+ T cells were stimulated with αCD3/CD28 for four days in the presence or absence of VitD, and analyzed using complementary metabolic, proteomic, and functional approaches.ResultsVitD-treated cultures exhibited increased cell numbers despite reduced glucose uptake and lactate production, indicating proliferation partially independent of classical glycolytic metabolism."
42367775,VDR,contradicted,comparable,2,Stim48hr,Vitamin D supports activated CD4&lt;sup&gt;+&lt;/sup&gt; T-cell proliferation through enhanced glutaminolysis.,"Pharmacological inhibition of VDR (MeTC7, 1 nM), glutamine uptake (GPNA, 250 µM), or glutaminase activity (BPTES and compound 968, 5 µM) significantly reduced T cell expansion, highlighting glutamine metabolism as essential for the VitD-mediated cell expansion."
PPR1187175,SLC7A11,orthogonal_phenotype,orthogonal_phenotype,29,Stim48hr,Anti-SLC7A11 monoclonal antibody Inhibits Tumor Progression through a Janus-faced Effect on CD4 + and CD8 + T Cells in Colorectal Cancer,Anti-SLC7A11 monoclonal antibody Inhibits Tumor Progression through a Janus-faced Effect on CD4 + and CD8 + T Cells in Colorectal Cancer.
PPR1187175,SLC7A11,orthogonal_phenotype,orthogonal_phenotype,29,Stim48hr,Anti-SLC7A11 monoclonal antibody Inhibits Tumor Progression through a Janus-faced Effect on CD4 + and CD8 + T Cells in Colorectal Cancer,"Conclusion We developed a novel anti-SLC7A11 antibody with potent antitumor and immunomodulatory effects in CRC, highlighting SLC7A11 as a key regulator of tumor immune evasion and a promising therapeutic target."
PPR1187175,SLC7A11,orthogonal_phenotype,orthogonal_phenotype,29,Stim48hr,Anti-SLC7A11 monoclonal antibody Inhibits Tumor Progression through a Janus-faced Effect on CD4 + and CD8 + T Cells in Colorectal Cancer,"Results High SLC7A11 expression correlated with regulatory T cell (Treg) activation, advanced tumor grade, lymphatic metastasis, and poor prognosis in CRC."
PPR1210549,LAG3,orthogonal_phenotype,orthogonal_phenotype,3,Stim8hr,Immune receptor LAG3 regulates microglia function during Alzheimer’s disease,Immune receptor LAG3 regulates microglia function during Alzheimer’s disease.
PPR1211520,PTBP1,evidence_attached,comparable,215,Stim8hr,Decoding translational control by cis-regulatory elements and RNA binding proteins in human effector T cells,"Integrating sequence feature analysis with polysome RBP localization uncovered PTBP1 as a positive translation regulator, through its interactions with cis-regulatory elements in 3′UTRs of target mRNAs."
PPR1212215,KLF16,evidence_attached,comparable,38,Stim8hr,Identification of the cellular transcription factor KLF16 as a novel repressive epigenetic repressor of HIV-1 transcription,"Here, using DNA-affinity capture and mass spectrometry on the HIV-1 5’ long terminal repeat (5’LTR) enhancer-core promoter, we identify KLF16 (Krüppel-like Factor 16) as a novel regulator of HIV-1 gene expression."
PPR1212797,CMAS,orthogonal_phenotype,orthogonal_phenotype,96,Rest,CMAS dampens anti-tumor immunity and associates with response to neoadjuvant immunotherapy in melanoma,"Here, using publicly available single-cell RNA sequencing data we show that expression of the sialylation master regulator CMAS in melanoma cells correlates with poorer patient survival."
PPR1212999,PRMT7,not_assayed,comparable,,,PRMT7 restricts CD8  <sup>+</sup>  T cells expansion via the NF-κB pathway,"Together, these findings identify PRMT7 as a negative regulator of CD8 + T cell immunity and highlight MS54 as a promising strategy to improve adoptive T cell therapy."
PPR1245590,KLF16,evidence_attached,comparable,38,Stim8hr,Identification of the cellular factor KLF16 as a novel epigenetic repressor of HIV-1 transcription,"Here, using DNA-affinity capture and mass spectrometry on the HIV -1 5’ long terminal repeat (5'LTR) enhancer-core promoter, we identify KLF16 (Krüppel-like Factor 16) as a novel regulator of HIV-1 gene expression."
PPR1254820,NFKBID,orthogonal_phenotype,orthogonal_phenotype,159,Stim8hr,NFKBID Links SPP1⁺ Tumor-Associated Macrophages to CD8⁺ T-Cell Exhaustion and Immunotherapy Response in Lung Adenocarcinoma,"Conclusion Our findings identify an NFKBID-centered transcriptional program in SPP1+ TAMs that drives CD8+ T-cell exhaustion and Treg induction, and establish NFKBID as a mechanistic and clinically relevant biomarker of immunotherapy responsiveness in LUAD."
PPR1254820,NFKBID,evidence_attached,comparable,159,Stim8hr,NFKBID Links SPP1⁺ Tumor-Associated Macrophages to CD8⁺ T-Cell Exhaustion and Immunotherapy Response in Lung Adenocarcinoma,Functional assays using NFKBID-overexpressing macrophages were performed to validate immunoregulatory effects on CD8+ T cells and CD4+ T-cell differentiation.
PPR1254820,NFKBID,orthogonal_phenotype,orthogonal_phenotype,159,Stim8hr,NFKBID Links SPP1⁺ Tumor-Associated Macrophages to CD8⁺ T-Cell Exhaustion and Immunotherapy Response in Lung Adenocarcinoma,"Integration with bulk WGCNA identified five overlapping genes, with NFKBID emerging as a key regulator linking SPP1+ TAM biology to T-cell exhaustion."
PPR1254820,SPP1,orthogonal_phenotype,orthogonal_phenotype,,,NFKBID Links SPP1⁺ Tumor-Associated Macrophages to CD8⁺ T-Cell Exhaustion and Immunotherapy Response in Lung Adenocarcinoma,"Conclusion Our findings identify an NFKBID-centered transcriptional program in SPP1+ TAMs that drives CD8+ T-cell exhaustion and Treg induction, and establish NFKBID as a mechanistic and clinically relevant biomarker of immunotherapy responsiveness in LUAD."
PPR1254820,SPP1,orthogonal_phenotype,orthogonal_phenotype,,,NFKBID Links SPP1⁺ Tumor-Associated Macrophages to CD8⁺ T-Cell Exhaustion and Immunotherapy Response in Lung Adenocarcinoma,"Integration with bulk WGCNA identified five overlapping genes, with NFKBID emerging as a key regulator linking SPP1+ TAM biology to T-cell exhaustion."
